Data;Dia da Semana;Nome do Cliente;Número da Mesa;Quantidade de Pessoas;Tipo de Pedido;Sabor;Quantidade;Massa;Retirar Ingredientes;Adicionar Ingredientes Extras;Tipo de Bebida;Marca/Sabor da Bebida;Quantidade de Bebidas;Especificação da Bebida;Quantidade de Copos;Quantidade de Pratos;Forma de Pagamento;Pedido para Viagem
2025-02-24;Monday;Júlia;10;12;Pizza;Calabresa;6;Fina;Sem cebola;Bacon extra;"Vinho;Refrigerante;Cerveja";"Vinho Branco;Fanta Laranja;Antarctica";"6;12;24";"Temperatura Ambiente;Com Gelo;Com Gelo";42;12;Pix;Não
2025-02-24;Monday;Elena;43;10;Esfiha;Napolitana;40;Fina;Sem cebola;Queijo extra;"Refrigerante;Drink";"Pepsi;Piña Colada";"10;10";"Com Gelo;Com Gelo";20;20;Dinheiro;Sim
2025-02-24;Monday;Cecília;44;15;Pizza;Bacon;7;Fina;Sem queijo;Nenhum;"Suco;Cerveja;Água;Refrigerante";"Del Valle Laranja;Skol;Água Sem Gás;Pepsi";"15;30;30;15";"Com Gelo e Limão;Com Gelo e Limão;Com Gelo e Limão;Com Gelo e Limão";90;15;Pix;Não
2025-02-24;Monday;Júlia;7;4;Esfiha;Calabresa;16;Tradicional;Sem cebola;Bacon extra;Cerveja;Antarctica;8;Temperatura Ambiente;8;4;Cartão de Débito;Não
2025-02-24;Monday;Daniela;9;4;Esfiha;Nutella;16;Tradicional;Sem morango;Leite condensado extra;Cerveja;Antarctica;8;Temperatura Ambiente;8;4;Cartão de Débito;Não
2025-02-24;Monday;Gustavo;21;7;Esfiha;Nutella;28;Tradicional;Nenhum;Chocolate extra;"Refrigerante;Vinho";"Fanta Laranja;Vinho Tinto";"7;3";"Temperatura Ambiente;Com Gelo";10;7;Vale Refeição;Sim
2025-02-24;Monday;Ricardo;11;8;Esfiha;Chocolate;32;Fina;Sem leite condensado;Morango extra;"Drink;Refrigerante";"Mojito;Guaraná Antártica";"8;8";"Temperatura Ambiente;Com Gelo e Limão";16;8;Cartão de Crédito;Sim
2025-02-24;Monday;Carlos;41;12;Pizza;Corleone;6;Fina;Sem queijo;Catupiry extra;"Vinho;Refrigerante;Cerveja";"Vinho Branco;Fanta Laranja;Antarctica";"6;12;24";"Temperatura Ambiente;Com Gelo;Com Gelo";42;12;Pix;Não
2025-02-24;Monday;Leonardo;9;12;Pizza;Napolitana;6;Fina;Sem tomate;Nenhum;"Vinho;Refrigerante;Cerveja";"Vinho Branco;Fanta Laranja;Antarctica";"6;12;24";"Temperatura Ambiente;Com Gelo;Com Gelo";42;12;Pix;Não
2025-02-24;Monday;Pietra;47;3;Pizza;Vegetariana;1;Fina;Sem cebola;Queijo extra;Cerveja;Império Pilsen;6;Com Gelo;6;6;Transferência;Sim
2025-02-24;Monday;Paulo;47;4;Pizza;Marguerita;2;Fina;Sem tomate;Bacon extra;Refrigerante;Sprite;4;Temperatura Ambiente;4;8;Pix;Não
2025-02-24;Monday;Otávio;23;5;Pizza;Romeu e Julieta;2;Fina;Nenhum;Chocolate extra;Refrigerante;Fanta Laranja;5;Com Gelo;5;10;Cartão de Crédito;Sim
2025-02-24;Monday;Bruno;1;5;Pizza;Baiana;2;Tradicional;Sem cebola;Cebola extra;Cerveja;Império Pilsen;10;Temperatura Ambiente;10;10;Cartão de Débito;Não
2025-02-24;Monday;Gabriel;3;5;Pizza;Queijo;2;Fina;Nenhum;Queijo extra;Refrigerante;Fanta Laranja;5;Com Gelo;5;10;Cartão de Crédito;Sim
2025-02-24;Monday;Ricardo;3;9;Pizza;Chocolate;4;Tradicional;Sem morango;Leite condensado extra;Suco;Del Valle Laranja;9;Temperatura Ambiente;9;9;Pix;Não
2025-02-24;Monday;Bernardo;23;9;Pizza;Vegetariana;4;Tradicional;Nenhum;Catupiry extra;Suco;Del Valle Laranja;9;Temperatura Ambiente;9;9;Pix;Não
2025-02-24;Monday;Miguel;26;3;Esfiha;Napolitana;12;Recheada;Sem tomate;Queijo extra;Suco;Suco de Frutas;3;Sem Gelo;3;3;Cartão de Débito;Sim
2025-02-24;Monday;Thiago;31;5;Pizza;Pistache;2;Tradicional;Sem leite condensado;Morango extra;Cerveja;Império Pilsen;10;Temperatura Ambiente;10;10;Cartão de Débito;Não
2025-02-24;Monday;Quésia;7;15;Esfiha;Napoli ao Pesto;60;Recheada;Nenhum;Queijo extra;"Suco;Cerveja";"Del Valle Uva;Corona";"15;30";"Com Gelo;Sem Gelo";45;30;Dinheiro;Não
2025-02-24;Monday;Sabrina;46;15;Esfiha;Nutella;60;Recheada;Sem morango;Morango extra;"Suco;Cerveja";"Del Valle Uva;Corona";"15;30";"Com Gelo;Sem Gelo";45;30;Dinheiro;Não
2025-02-24;Monday;Olívia;2;15;Esfiha;Calabresa;60;Recheada;Sem tomate;Queijo extra;"Suco;Cerveja";"Del Valle Uva;Corona";"15;30";"Com Gelo;Sem Gelo";45;30;Dinheiro;Não
2025-02-24;Monday;Olívia;13;15;Esfiha;Bacon;60;Recheada;Nenhum;Bacon extra;"Suco;Cerveja";"Del Valle Uva;Corona";"15;30";"Com Gelo;Sem Gelo";45;30;Dinheiro;Não
2025-02-24;Monday;Gabriel;44;3;Esfiha;Queijo;12;Tradicional;Nenhum;Nenhum;Refrigerante;Guaraná Antártica;3;Com Gelo;3;3;Vale Refeição;Não
2025-02-24;Monday;Cecília;2;5;Pizza;Bacon;2;Tradicional;Nenhum;Bacon extra;Cerveja;Império Pilsen;10;Temperatura Ambiente;10;10;Cartão de Débito;Não
2025-02-24;Monday;Pietra;32;3;Esfiha;Pistache;12;Fina;Sem leite condensado;Leite condensado extra;Refrigerante;Fanta Laranja;3;Com Gelo;3;6;Cartão de Crédito;Não
2025-02-24;Monday;Paulo;43;2;Pizza;Alho com Queijo;1;Tradicional;Sem tomate;Catupiry extra;Refrigerante;Fanta Laranja;2;Com Gelo;2;4;Pix;Não
2025-02-24;Monday;Juliana;13;3;Esfiha;Banana com Canela;12;Recheada;Sem chocolate;Chocolate extra;Suco;Suco de Frutas;3;Sem Gelo;3;3;Cartão de Débito;Sim
2025-02-24;Monday;Gabriel;43;10;Esfiha;Alho com Queijo;40;Fina;Nenhum;Nenhum;"Refrigerante;Drink";"Pepsi;Piña Colada";"10;10";"Com Gelo;Com Gelo";20;20;Dinheiro;Sim
2025-02-24;Monday;Tatiana;26;10;Esfiha;Siciliana;40;Fina;Nenhum;Nenhum;"Refrigerante;Drink";"Pepsi;Piña Colada";"10;10";"Com Gelo;Com Gelo";20;20;Dinheiro;Sim
2025-02-24;Monday;Karen;34;10;Esfiha;Romeu e Julieta;40;Fina;Sem morango;Chocolate extra;"Refrigerante;Drink";"Pepsi;Piña Colada";"10;10";"Com Gelo;Com Gelo";20;20;Dinheiro;Sim
2025-02-24;Monday;Cecília;43;5;Pizza;Corleone;2;Fina;Sem cebola;Bacon extra;Refrigerante;Fanta Laranja;5;Com Gelo;5;10;Cartão de Crédito;Sim
2025-02-24;Monday;Karen;7;4;Pizza;Frango com Queijo;2;Fina;Sem cebola;Bacon extra;Refrigerante;Sprite;4;Com Gelo;4;4;Pix;Sim
2025-02-24;Monday;Gustavo;23;9;Pizza;Zucchini ao Pesto;4;Tradicional;Sem cebola;Nenhum;Suco;Del Valle Laranja;9;Temperatura Ambiente;9;9;Pix;Não
2025-02-24;Monday;Carlos;45;6;Pizza;Romeu e Julieta;3;Fina;Nenhum;Nenhum;Água;Água com Gás;12;Com Gelo e Limão;12;6;Cartão de Crédito;Não
2025-02-24;Monday;Leonardo;41;12;Pizza;Nutella;6;Fina;Sem leite condensado;Leite condensado extra;"Vinho;Refrigerante;Cerveja";"Vinho Branco;Fanta Laranja;Antarctica";"6;12;24";"Temperatura Ambiente;Com Gelo;Com Gelo";42;12;Pix;Não
2025-02-24;Monday;Davi;28;5;Pizza;Vegetariana;2;Fina;Sem cebola;Queijo extra;Água;Água Sem Gás;10;Sem Gelo;10;10;Dinheiro;Não
2025-02-24;Monday;Juliana;29;9;Pizza;Calabresa;4;Recheada;Sem queijo;Queijo extra;Refrigerante;Guaraná Antártica;9;Com Gelo;9;18;Cartão de Crédito;Sim
2025-02-24;Monday;Quentin;18;6;Esfiha;Portuguesa;24;Tradicional;Sem cebola;Bacon extra;"Refrigerante;Suco";"Pepsi;Suco de Frutas";"6;6";"Com Gelo e Limão;Com Gelo e Limão";12;6;Dinheiro;Não
2025-02-24;Monday;Tatiana;38;6;Esfiha;Chocolate;24;Tradicional;Nenhum;Chocolate extra;"Refrigerante;Suco";"Pepsi;Suco de Frutas";"6;6";"Com Gelo e Limão;Com Gelo e Limão";12;6;Dinheiro;Não
2025-02-24;Monday;Samuel;39;2;Esfiha;Romeu e Julieta;8;Tradicional;Sem leite condensado;Chocolate extra;Refrigerante;Fanta Laranja;2;Com Gelo e Limão;2;4;Cartão de Crédito;Não
2025-02-24;Monday;Karen;38;6;Esfiha;Bacon;24;Tradicional;Nenhum;Cebola extra;"Refrigerante;Suco";"Pepsi;Suco de Frutas";"6;6";"Com Gelo e Limão;Com Gelo e Limão";12;6;Dinheiro;Não
2025-02-24;Monday;Isaac;22;2;Pizza;Romeu e Julieta;1;Sem Glúten;Sem morango;Leite condensado extra;Refrigerante;Guaraná Antártica;2;Com Gelo;2;4;Pix;Não
2025-02-24;Monday;Pietra;40;15;Esfiha;Banana com Canela;60;Recheada;Nenhum;Chocolate extra;"Cerveja;Água;Suco";"Heineken;Água Sem Gás;Del Valle Uva";"30;30;15";"Sem Gelo;Temperatura Ambiente;Com Gelo";75;30;Transferência;Sim
2025-02-24;Monday;Isaac;33;5;Pizza;Baiana;2;Fina;Nenhum;Nenhum;Água;Água Sem Gás;10;Sem Gelo;10;10;Dinheiro;Não
2025-02-24;Monday;William;36;15;Esfiha;Pepperoni;60;Recheada;Sem cebola;Cebola extra;"Cerveja;Água;Suco";"Heineken;Água Sem Gás;Del Valle Uva";"30;30;15";"Sem Gelo;Temperatura Ambiente;Com Gelo";75;30;Transferência;Sim
2025-02-24;Monday;Eduardo;6;5;Pizza;Pepperoni;2;Tradicional;Sem tomate;Bacon extra;Suco;Del Valle Laranja;5;Com Gelo;5;5;Pix;Não
2025-02-24;Monday;Yasmin;38;7;Esfiha;Bacon;28;Tradicional;Sem azeitonas;Nenhum;Água;Água com Gás;14;Com Gelo;14;14;Cartão de Crédito;Sim
2025-02-24;Monday;Samuel;6;7;Esfiha;Baiana;28;Tradicional;Nenhum;Queijo extra;Água;Água com Gás;14;Com Gelo;14;14;Cartão de Crédito;Sim
2025-02-24;Monday;Eduardo;48;7;Esfiha;Alho com Queijo;28;Tradicional;Sem tomate;Queijo extra;Água;Água com Gás;14;Com Gelo;14;14;Cartão de Crédito;Sim
2025-02-24;Monday;Cecília;38;6;Pizza;Alho com Queijo;3;Fina;Nenhum;Nenhum;Água;Água com Gás;12;Com Gelo e Limão;12;6;Cartão de Crédito;Não
2025-02-24;Monday;Kevin;37;15;Esfiha;Calabresa;60;Recheada;Nenhum;Bacon extra;"Cerveja;Água;Suco";"Heineken;Água Sem Gás;Del Valle Uva";"30;30;15";"Sem Gelo;Temperatura Ambiente;Com Gelo";75;30;Transferência;Sim
2025-02-24;Monday;Gustavo;33;15;Esfiha;Nutella;60;Recheada;Sem chocolate;Morango extra;"Cerveja;Água;Suco";"Heineken;Água Sem Gás;Del Valle Uva";"30;30;15";"Sem Gelo;Temperatura Ambiente;Com Gelo";75;30;Transferência;Sim
2025-02-24;Monday;Elena;24;15;Esfiha;Napoli ao Pesto;60;Recheada;Nenhum;Catupiry extra;"Cerveja;Água;Suco";"Heineken;Água Sem Gás;Del Valle Uva";"30;30;15";"Sem Gelo;Temperatura Ambiente;Com Gelo";75;30;Transferência;Sim
2025-02-24;Monday;Igor;23;4;Pizza;Portuguesa;2;Fina;Nenhum;Cebola extra;Refrigerante;Sprite;4;Com Gelo;4;4;Pix;Sim
2025-02-24;Monday;Lara;28;5;Pizza;Pistache;2;Tradicional;Nenhum;Chocolate extra;Suco;Del Valle Laranja;5;Com Gelo;5;5;Pix;Não
2025-02-24;Monday;Davi;37;6;Pizza;Nutella;3;Integral;Sem chocolate;Nenhum;Refrigerante;Coca-Cola;6;Com Gelo;6;12;Cartão de Débito;Não
2025-02-24;Monday;Felipe;36;1;Esfiha;Napolitana;4;Recheada;Sem tomate;Bacon extra;Cerveja;Antarctica;2;Com Gelo e Limão;2;1;Cartão de Crédito;Sim
2025-02-24;Monday;Tatiana;9;12;Pizza;Calabresa;6;Tradicional;Nenhum;Catupiry extra;Suco;Del Valle Maracujá;12;Sem Gelo;12;24;Cartão de Débito;Não
2025-02-24;Monday;Juliana;11;12;Pizza;Napolitana;6;Tradicional;Sem cebola;Catupiry extra;Suco;Del Valle Maracujá;12;Sem Gelo;12;24;Cartão de Débito;Não
2025-02-24;Monday;Olívia;45;4;Pizza;Portuguesa;2;Recheada;Sem azeitonas;Catupiry extra;Água;Água com Gás;8;Com Gelo;8;8;Cartão de Crédito;Não
2025-02-24;Monday;Otávio;28;9;Pizza;Calabresa;4;Recheada;Sem cebola;Queijo extra;"Refrigerante;Água";"Sprite;Água com Gás";"9;18";"Com Gelo e Limão;Com Gelo e Limão";27;18;Pix;Não
2025-02-24;Monday;Vinícius;34;2;Esfiha;Marguerita;8;Tradicional;Sem tomate;Nenhum;Suco;Suco Natural;2;Com Gelo;2;2;Pix;Sim
2025-02-24;Monday;Cecília;30;2;Esfiha;Alho com Queijo;8;Tradicional;Sem tomate;Bacon extra;Refrigerante;Pepsi;2;Com Gelo e Limão;2;4;Dinheiro;Sim
2025-02-24;Monday;Mariana;2;3;Esfiha;Siciliana;12;Tradicional;Sem tomate;Nenhum;Água;H2O;6;Sem Gelo;6;3;Pix;Não
2025-02-24;Monday;Rafaela;32;9;Esfiha;Pepperoni;36;Fina;Sem azeitonas;Bacon extra;"Drink;Refrigerante";"Caipirinha;Coca-Cola";"9;9";"Com Gelo e Limão;Sem Gelo";18;9;Pix;Não
2025-02-24;Monday;Heloísa;48;2;Pizza;Portuguesa;1;Integral;Sem queijo;Catupiry extra;Cerveja;Brahma;4;Com Gelo e Limão;4;4;Cartão de Crédito;Sim
2025-02-24;Monday;Júlia;47;4;Pizza;Pepperoni;2;Tradicional;Sem queijo;Bacon extra;Cerveja;Corona;8;Com Gelo;8;8;Cartão de Débito;Não
2025-02-24;Monday;Karen;41;2;Pizza;Pistache;1;Recheada;Sem morango;Nenhum;Água;Água Sem Gás;4;Sem Gelo;4;2;Pix;Não
2025-02-24;Monday;Otávio;21;2;Esfiha;Calabresa;8;Tradicional;Sem cebola;Queijo extra;Cerveja;Heineken;4;Com Gelo;4;2;Cartão de Crédito;Sim
2025-02-24;Monday;Gustavo;21;9;Pizza;Mequi;4;Recheada;Nenhum;Nenhum;"Refrigerante;Água";"Sprite;Água com Gás";"9;18";"Com Gelo e Limão;Com Gelo e Limão";27;18;Pix;Não
2025-02-24;Monday;Quentin;7;12;Pizza;Pistache;6;Tradicional;Nenhum;Morango extra;Suco;Del Valle Maracujá;12;Sem Gelo;12;24;Cartão de Débito;Não
2025-02-24;Monday;Nina;24;6;Esfiha;Queijo;24;Fina;Nenhum;Nenhum;Água;H2O;12;Sem Gelo;12;6;Pix;Sim
2025-02-24;Monday;Quentin;46;6;Esfiha;Nutella;24;Fina;Nenhum;Nenhum;Água;H2O;12;Sem Gelo;12;6;Pix;Sim
2025-02-24;Monday;Fernanda;49;2;Esfiha;Marguerita;8;Fina;Nenhum;Bacon extra;Água;H2O;4;Com Gelo;4;4;Pix;Não
2025-02-24;Monday;Igor;12;3;Esfiha;Banana com Canela;12;Tradicional;Sem chocolate;Leite condensado extra;Água;H2O;6;Sem Gelo;6;3;Pix;Não
2025-02-24;Monday;Lara;44;9;Pizza;Napolitana;4;Recheada;Sem queijo;Catupiry extra;"Refrigerante;Água";"Sprite;Água com Gás";"9;18";"Com Gelo e Limão;Com Gelo e Limão";27;18;Pix;Não
2025-02-24;Monday;Helena;13;3;Pizza;Calabresa;1;Recheada;Nenhum;Nenhum;Cerveja;Corona;6;Temperatura Ambiente;6;3;Pix;Sim
2025-02-24;Monday;Yasmin;22;12;Pizza;Frango com Queijo;6;Tradicional;Sem azeitonas;Cebola extra;Suco;Del Valle Maracujá;12;Sem Gelo;12;24;Cartão de Débito;Não
2025-02-24;Monday;Quentin;50;6;Pizza;Portuguesa;3;Recheada;Sem queijo;Nenhum;Cerveja;Brahma;12;Com Gelo;12;12;Cartão de Débito;Não
2025-02-24;Monday;Nathan;28;4;Pizza;Baiana;2;Recheada;Sem cebola;Nenhum;Água;Água com Gás;8;Com Gelo;8;8;Cartão de Crédito;Não
2025-02-24;Monday;Quésia;17;6;Pizza;Pistache;3;Recheada;Nenhum;Chocolate extra;Cerveja;Brahma;12;Com Gelo;12;12;Cartão de Débito;Não
2025-02-24;Monday;Quentin;17;10;Esfiha;Bacon;40;Recheada;Nenhum;Queijo extra;Drink;Mojito;10;Com Gelo e Limão;10;10;Cartão de Crédito;Sim
2025-02-24;Monday;Paulo;49;12;Pizza;Corleone;6;Tradicional;Nenhum;Bacon extra;Suco;Del Valle Maracujá;12;Sem Gelo;12;24;Cartão de Débito;Não
2025-02-24;Monday;Leonardo;34;9;Esfiha;Portuguesa;36;Fina;Sem cebola;Catupiry extra;"Drink;Refrigerante";"Caipirinha;Coca-Cola";"9;9";"Com Gelo e Limão;Sem Gelo";18;9;Pix;Não
2025-02-24;Monday;Igor;5;6;Pizza;Baiana;3;Integral;Sem cebola;Queijo extra;Refrigerante;Coca-Cola;6;Com Gelo;6;12;Cartão de Débito;Não
2025-02-24;Monday;Júlia;25;3;Pizza;Corleone;1;Recheada;Sem cebola;Queijo extra;Cerveja;Corona;6;Temperatura Ambiente;6;3;Pix;Sim
2025-02-24;Monday;Heloísa;18;3;Pizza;Pepperoni;1;Tradicional;Sem azeitonas;Queijo extra;Refrigerante;Guaraná Antártica;3;Com Gelo e Limão;3;6;Cartão de Crédito;Não
2025-02-24;Monday;Quentin;26;10;Esfiha;Portuguesa;40;Recheada;Sem cebola;Nenhum;Drink;Mojito;10;Com Gelo e Limão;10;10;Cartão de Crédito;Sim
2025-02-24;Monday;Samuel;5;3;Pizza;Marguerita;1;Tradicional;Sem queijo;Nenhum;Suco;Suco de Frutas;3;Sem Gelo;3;6;Cartão de Débito;Não
2025-02-24;Monday;Juliana;5;9;Pizza;Chocolate;4;Recheada;Nenhum;Leite condensado extra;"Refrigerante;Água";"Sprite;Água com Gás";"9;18";"Com Gelo e Limão;Com Gelo e Limão";27;18;Pix;Não
2025-02-24;Monday;Nathan;7;3;Pizza;Banana com Canela;1;Fina;Nenhum;Leite condensado extra;Água;Água com Gás;6;Com Gelo;6;3;Cartão de Débito;Não
2025-02-24;Monday;Bruno;10;2;Esfiha;Frango com Queijo;8;Fina;Sem queijo;Catupiry extra;Refrigerante;Pepsi;2;Com Gelo e Limão;2;4;Cartão de Crédito;Não
2025-02-24;Monday;Fernanda;25;9;Esfiha;Zucchini ao Pesto;36;Fina;Sem cebola;Cebola extra;"Drink;Refrigerante";"Caipirinha;Coca-Cola";"9;9";"Com Gelo e Limão;Sem Gelo";18;9;Pix;Não
2025-02-24;Monday;Alice;39;10;Esfiha;Zucchini ao Pesto;40;Recheada;Sem queijo;Queijo extra;Drink;Mojito;10;Com Gelo e Limão;10;10;Cartão de Crédito;Sim
2025-02-24;Monday;Tatiana;33;1;Esfiha;Queijo;4;Tradicional;Nenhum;Queijo extra;Cerveja;Heineken;2;Com Gelo e Limão;2;1;Dinheiro;Sim
2025-02-24;Monday;Mariana;47;1;Esfiha;Nutella;4;Tradicional;Nenhum;Chocolate extra;Água;Água Mineral;2;Com Gelo;2;1;Dinheiro;Não
2025-02-25;Tuesday;Helena;9;4;Pizza;Pistache;2;Sem Glúten;Nenhum;Chocolate extra;Água;Água Sem Gás;8;Com Gelo;8;8;Cartão de Crédito;Não
2025-02-25;Tuesday;Davi;8;4;Esfiha;Calabresa;16;Tradicional;Sem tomate;Bacon extra;Refrigerante;Pepsi;4;Temperatura Ambiente;4;8;Cartão de Crédito;Não
2025-02-25;Tuesday;Lara;26;3;Pizza;Zucchini ao Pesto;1;Fina;Nenhum;Queijo extra;Cerveja;Antarctica;6;Com Gelo e Limão;6;3;Pix;Não
2025-02-25;Tuesday;Juliana;8;2;Pizza;Banana com Canela;1;Fina;Nenhum;Leite condensado extra;Cerveja;Império Pilsen;4;Com Gelo e Limão;4;2;Cartão de Crédito;Sim
2025-02-25;Tuesday;Juliana;3;3;Pizza;Napolitana;1;Fina;Sem queijo;Nenhum;Cerveja;Antarctica;6;Com Gelo e Limão;6;3;Pix;Não
2025-02-25;Tuesday;Quentin;11;8;Pizza;Napoli ao Pesto;4;Tradicional;Sem queijo;Cebola extra;Refrigerante;Sprite;8;Com Gelo e Limão;8;8;Pix;Não
2025-02-25;Tuesday;Alice;33;7;Pizza;Zucchini ao Pesto;3;Tradicional;Nenhum;Catupiry extra;"Cerveja;Água";"Skol;Água Sem Gás";"14;14";"Com Gelo;Com Gelo";28;14;Cartão de Crédito;Sim
2025-02-25;Tuesday;Otávio;22;5;Esfiha;Pistache;20;Fina;Sem morango;Leite condensado extra;Refrigerante;Pepsi;5;Com Gelo;5;5;Vale Refeição;Sim
2025-02-25;Tuesday;Quésia;25;6;Esfiha;Napolitana;24;Tradicional;Nenhum;Nenhum;"Suco;Refrigerante";"Del Valle Uva;Fanta Laranja";"6;6";"Com Gelo;Temperatura Ambiente";12;6;Pix;Não
2025-02-25;Tuesday;Isaac;35;2;Pizza;Napoli ao Pesto;1;Tradicional;Sem tomate;Cebola extra;Cerveja;Brahma;4;Temperatura Ambiente;4;4;Transferência;Sim
2025-02-25;Tuesday;Heloísa;23;5;Esfiha;Alho com Queijo;20;Fina;Sem tomate;Catupiry extra;Refrigerante;Pepsi;5;Com Gelo;5;5;Vale Refeição;Sim
2025-02-25;Tuesday;Quésia;41;8;Pizza;Pistache;4;Tradicional;Sem morango;Chocolate extra;Refrigerante;Sprite;8;Com Gelo e Limão;8;8;Pix;Não
2025-02-25;Tuesday;Júlia;1;6;Pizza;Marguerita;3;Fina;Nenhum;Bacon extra;Suco;Del Valle Maracujá;6;Temperatura Ambiente;6;6;Cartão de Crédito;Não
2025-02-25;Tuesday;Mariana;24;8;Pizza;Frango com Queijo;4;Tradicional;Sem cebola;Queijo extra;Refrigerante;Sprite;8;Com Gelo e Limão;8;8;Pix;Não
2025-02-25;Tuesday;Nathan;45;1;Pizza;Marguerita;0;Recheada;Nenhum;Nenhum;Cerveja;Heineken;2;Sem Gelo;2;2;Pix;Não
2025-02-25;Tuesday;Daniela;4;6;Esfiha;Siciliana;24;Tradicional;Nenhum;Bacon extra;"Suco;Refrigerante";"Del Valle Uva;Fanta Laranja";"6;6";"Com Gelo;Temperatura Ambiente";12;6;Pix;Não
2025-02-25;Tuesday;Samuel;29;4;Pizza;Zucchini ao Pesto;2;Sem Glúten;Sem tomate;Nenhum;Água;Água Sem Gás;8;Com Gelo;8;8;Cartão de Crédito;Não
2025-02-25;Tuesday;Ximena;48;6;Pizza;Frango com Queijo;3;Fina;Nenhum;Nenhum;Suco;Del Valle Maracujá;6;Temperatura Ambiente;6;6;Cartão de Crédito;Não
2025-02-25;Tuesday;William;46;8;Pizza;Portuguesa;4;Tradicional;Nenhum;Nenhum;Refrigerante;Sprite;8;Com Gelo e Limão;8;8;Pix;Não
2025-02-25;Tuesday;Otávio;2;5;Esfiha;Vegetariana;20;Fina;Sem tomate;Nenhum;Vinho;Vinho Branco;2;Com Gelo;2;10;Vale Refeição;Não
2025-02-25;Tuesday;Sabrina;17;5;Esfiha;Mequi;20;Tradicional;Nenhum;Catupiry extra;Suco;Suco de Frutas;5;Sem Gelo;5;5;Vale Refeição;Não
2025-02-25;Tuesday;Isaac;2;1;Pizza;Romeu e Julieta;0;Fina;Nenhum;Morango extra;Refrigerante;Coca-Cola;1;Temperatura Ambiente;1;1;Pix;Não
2025-02-25;Tuesday;Tatiana;34;4;Pizza;Pistache;2;Recheada;Sem leite condensado;Leite condensado extra;Cerveja;Império Pilsen;8;Com Gelo e Limão;8;4;Cartão de Crédito;Sim
2025-02-25;Tuesday;Júlia;31;6;Pizza;Romeu e Julieta;3;Tradicional;Sem morango;Nenhum;"Refrigerante;Cerveja";"Pepsi;Skol";"6;12";"Temperatura Ambiente;Com Gelo";18;12;Dinheiro;Sim
2025-02-25;Tuesday;Pietra;32;1;Pizza;Calabresa;0;Tradicional;Sem cebola;Nenhum;Refrigerante;Pepsi;1;Com Gelo;1;2;Dinheiro;Sim
2025-02-25;Tuesday;Helena;29;2;Pizza;Napoli ao Pesto;1;Tradicional;Sem azeitonas;Catupiry extra;Água;Água com Gás;4;Sem Gelo;4;4;Dinheiro;Não
2025-02-25;Tuesday;Felipe;27;4;Esfiha;Frango com Queijo;16;Fina;Sem cebola;Cebola extra;Suco;Del Valle Uva;4;Com Gelo;4;4;Pix;Não
2025-02-25;Tuesday;Juliana;27;6;Pizza;Romeu e Julieta;3;Tradicional;Nenhum;Leite condensado extra;Água;Água com Gás;12;Com Gelo;12;12;Dinheiro;Não
2025-02-25;Tuesday;Zeca;38;1;Esfiha;Bacon;4;Fina;Nenhum;Bacon extra;Refrigerante;Sprite;1;Com Gelo;1;2;Cartão de Crédito;Sim
2025-02-25;Tuesday;Gabriel;4;7;Pizza;Corleone;3;Tradicional;Sem cebola;Cebola extra;Refrigerante;Fanta Laranja;7;Sem Gelo;7;7;Cartão de Débito;Não
2025-02-25;Tuesday;Ximena;37;7;Pizza;Alho com Queijo;3;Tradicional;Sem cebola;Nenhum;Refrigerante;Fanta Laranja;7;Sem Gelo;7;7;Cartão de Débito;Não
2025-02-25;Tuesday;Bruno;24;20;Esfiha;Bacon;80;Tradicional;Sem tomate;Nenhum;"Suco;Drink;Cerveja;Água";"Suco de Frutas;Piña Colada;Império Pilsen;Água Sem Gás";"20;20;40;40";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão;Sem Gelo";120;40;Cartão de Crédito;Não
2025-02-25;Tuesday;Júlia;24;7;Pizza;Banana com Canela;3;Tradicional;Sem morango;Chocolate extra;Refrigerante;Fanta Laranja;7;Sem Gelo;7;7;Cartão de Débito;Não
2025-02-25;Tuesday;Gustavo;36;20;Esfiha;Chocolate;80;Tradicional;Sem morango;Chocolate extra;"Suco;Drink;Cerveja;Água";"Suco de Frutas;Piña Colada;Império Pilsen;Água Sem Gás";"20;20;40;40";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão;Sem Gelo";120;40;Cartão de Crédito;Não
2025-02-25;Tuesday;Helena;26;20;Esfiha;Napoli ao Pesto;80;Tradicional;Nenhum;Bacon extra;"Suco;Drink;Cerveja;Água";"Suco de Frutas;Piña Colada;Império Pilsen;Água Sem Gás";"20;20;40;40";"Com Gelo;Temperatura Ambiente;Com Gelo e Limão;Sem Gelo";120;40;Cartão de Crédito;Não
2025-02-25;Tuesday;Vinícius;39;15;Pizza;Vegetariana;7;Recheada;Sem azeitonas;Nenhum;"Refrigerante;Cerveja;Suco;Água";"Sprite;Império Pilsen;Del Valle Uva;H2O";"15;30;15;30";"Sem Gelo;Com Gelo;Com Gelo;Sem Gelo";90;30;Pix;Não
2025-02-25;Tuesday;Bruno;47;1;Pizza;Chocolate;0;Tradicional;Sem leite condensado;Morango extra;Drink;Margarita;1;Temperatura Ambiente;1;1;Cartão de Crédito;Não
2025-02-25;Tuesday;Bernardo;12;3;Esfiha;Chocolate;12;Tradicional;Sem morango;Nenhum;Suco;Suco Natural;3;Com Gelo e Limão;3;6;Dinheiro;Não
